artist,song,link,text
Amy Grant,Angels,/a/amy+grant/angels_20007715.html,"""Take this man to prison,"" the man heard herod say,  
And then four squads of soldiers came and carried him away.  
Chained up between two watchmen, peter tried to sleep,  
But beyond the walls an endless prayer was lifting for his keep.  
Then a light cut through the darkness of a lonely prison cell,  
And the chains that bound the man of God just opened up and fell,  
And running to his people before the break of day,  
There was only one thing on his mind, only one thing to say:  
  
Angels watching over me, every move I make,  
Angels watching over me!  
Angels watching over me, every step I take,  
Angels watching over me!  
  
God only knows the times my life was threatened just today.  
A reckless car ran out of gas before it ran my way.  
Near misses all around me, accidents unknown,  
Though I never see with human eyes the hands that lead me home.  
But I know they're all around me all day and through the night.  
When the enemy is closing in, I know sometimes they fight  
To keep my fight from falling, I'll never turn away.  
If you're asking what's protecting me then you're gonna hear me say:  
  
Got his angels watching over me, every move I make,  
Angles watching over me!  
Angels watching over me, every step I take,  
Angels watching over me  
  
Angels watching over me  
Angels watching over me  
  
Got his angels watching over me, every move I make,  
Angels watching over me!  
Angels watching over me, every step I take,  
Angels watching over me!  
  
Angels watching over me,  
Angels watching over me,  
Angels watching over me,  
Angels watching over me!  
  
Though I never see with human eyes the hands that lead me home

"
Bob Seger,Ship Of Fools,/b/bob+seger/ship+of+fools_20021961.html,"""Tell me quick"" said Old Mcfee  
""What's this all have to do with me?""  
""I've spent all my time at sea a loner.""  
  
""Is there something else I should know?""  
""Something hidden down below the level of your conversation?""  
We he turned away before the answer  
Though I yelled aloud he refused to hear  
It became to clear  
So it went as we put out  
I was left in constant doubt  
Everything I asked about seemed private  
  
The captain strolled the bridge one night  
I stopped him in the evening light  
To ask him would it be all right to join him  
  
But he stood there like some idol  
And he listened like some temple  
And then he turned away  
  
All along the fateful coast  
We moved silent like a ghost  
The timeless sea, a tireless host possessed us  
The wind came building from the cold northwest  
And soon the waves began to crest  
Crashing cross the forward deck  
All hands lost  
  
I alone survived the sinking  
I alone possessed the tools  
On that ship of fools

"
Oliver,The Greatest Story Ever Told,/o/oliver/the+greatest+story+ever+told_20608696.html,"""Thank you for this moment  
I got to say how beautiful you are  
Of all the hope and dreams I could of prayd for  
There you are  
If I could have one dance forever  
I would take you by the hand  
Tonight it's you and I together  
I'm sooo glad  
I'm your man  
  
And if I live a thousand years you know I never could explain  
The way I lost my heart to you that day  
But If destiny decided I should look the other way  
Then the world would never know  
The greatest story ever told  
And Did I tell you that I love you tonight  
  
I don't hear the music  
When I'm looking In your eyes  
But I feel the rhythm of your body close to mine  
It's the way we touch it sends me  
It's the way well always be  
Your kiss, your pretty smile you know I die for  
Ooo baby  
Your all I need  
  
And if I live a thousand years you know I never could explain  
The way I lost my heart to you that day  
But If destiny decided I should look the other way  
Then the world would never know  
The greatest story ever told  
Did I tell you that I love you just how much I really need you  
Did I tell you that I love you tonight  
  
Tonight  
  
If I live a thousand year I never could explain  
The way I lost my heart to you that day  
But If destiny decided I should look the other way  
Then the world would never know  
The greatest story ever told  
Did I tell you that I love you just how much I really need you  
Did I tell you that I love you tonight

"
King Diamond,Arrival,/k/king+diamond/arrival_20078673.html,"""That must be it""  
  
Through the summer rain of 1845  
The coach had finally arrived  
To the valley where the crossroads meet below  
And where all darkness seems to grow  
People blame it on the Hill  
The hill where no one dares to go  
The Mansion  
  
The coach had stopped and from the window you could see  
Seven horsemen in the night  
Miriam Natias and Jonathan LaFey  
Saw the magic in their eyes  
They were in for a surprise  
The darkness would soon be complete  
A horseman came forth from the dark  
  
""We know you've come to inherit what's your's, the mansion  
Take our advise and go back on this night  
If you refuse eighteen will become nine, oh no""  
Oh eighteen is nine  
  
Jonathan laughed and said ""get out of my way""  
""I don't believe a word You say""  
The seven horsemen disappeared into the night  
And said ""someday you'll need our help my friend""  
  
I think poor Jonathan was scared  
  
Eighteen is actually nine, it stuck in his mind

"
Bette Midler,I'm Beautiful,/b/bette+midler/im+beautiful_20016913.html,"""That's it, baby! When you got it, flaunt it, flaunt it!""  
  
""This is the Divine Miss M and I'm here to share with you some rare and
stimulating insight into my cosmic fabulosity. It's really very simple. I
smiply believe with all my heart:""  
  
I'm beautiful, I'm beautiful, I'm beautiful, dammit!  
I'm beautiful, I'm beautiful, I'm beautiful, dammit!  
I'm beautiful, so beautiful, I'm beautiful, dammit!  
I'm beautiful, I'm beautiful, I'm beautiful, dammit!  
  
""Go away, little girl,"" they used to say.  
""Hey, you're too fat, baby, you can't play.""  
""Hold on, miss thing, what you trying to do?  
You know you're too wack to be in our school.""  
  
Too wack, too smart, too fast, too fine,  
Too loud, too tough, too too divine.  
I said you don't belong. You don't belong.  
Too loud, too big, too much to bear,  
Too bold, too brash, too prone to swear.  
I heard that song for much too long.  
  
Ain't this my sun? Ain't this my moon?  
Ain't this my world to be who I choose?  
Ain't this my song? Ain't this my movie?  
Ain't this my world? I know I can do it.  
  
I'm not too short, I'm not too tall,  
I'm not too big, I'm not too small.  
Ooh, don't lemme start lovin' myself!  
Ooh, don't lemme start lovin' myself!  
I'm not too white, I'm not too black,  
I'm not too this, I'm not too that.  
Ooh, don't lemme start lovin' myself!  
Ooh, don't lemme start lovin' myself!  
  
I'm beautiful, I'm beautiful, I'm beautiful, dammit!  
I'm beautiful, I'm beautiful, I'm beautiful, dammit!  
  
It's time to call it what it is. Don't play the naming game.  
Become what you were born to be and be it unashamed.  
""Go away, little boy,"" I can hear them say,  
""Everybody on the block says they think you're gay.  
Hold on, my friend, do you think we're blind?  
Take a look at yourself. You're not our kind.""  
  
Too black, too white, too short, too tall,  
Too blue, too green, too red, too small.  
I said you don't belong. You don't belong.  
Too black, too white, too short, too tall,  
Too blue, too green, too red, too small.  
I heard that song for much to long.  
  
Ain't this my sun? Ain't this my moon?  
Ain't this my world to be who I choose?  
Ain't this my song? Ain't this my movie?  
Ain't this my world? I know I can do it.  
  
People always ask me,  
""Miss M, how did you get so far  
On so little?"" Shut up!  
Well, I woke up one morning,  
Flossed my teeth and decided,  
""Damn, I'm fierce!"" You look good!  
You can be just like me! A goddess? Yeah!  
Don't just pussy foot around and sit on your assets.  
Unleash your ferocity upon an unsuspecting world.  
Rise up and repeat after me: ""I'm beautiful!""  
  
I'm beautiful, I'm beautiful, I'm beautiful!  
Can you say that?  
I'm beautiful, I'm beautiful, I'm beautiful!  
I don't hear you!  
I'm beautiful, I'm beautiful, I'm beautiful!  
Louder!  
I'm beautiful, I'm beautiful, I'm beautiful!  
Hey!  
  
That's it, baby, when you got it, flaunt it, flaunt it!  
  
Aaaaaah!  
Ain't this my sun? My sun! Ain't this my moon? My moon!  
Ain't this my world to be who I choose?  
Ain't this our song? Ain't this our song?  
Ain't this our movie? Ain't this our movie?  
Ain't this our world to be who we choose?  
  
I'm not too short, I'm not too tall,  
I'm not too big, I'm not too small.  
Ooh, don't lemme start lovin' myself!  
Ooh, don't lemme start lovin' myself!  
I'm not too white, I'm not too black,  
I'm not too this, I'm not too that.  
Ooh, don't lemme start lovin' myself!  
Ooh, don't lemme start lovin' myself!  
I'm beautiful, dammit!

"
Ice Cube,I Wanna Kill Sam,/i/ice+cube/i+wanna+kill+sam_20066648.html,"""The army is the only way out for young black teenagers.  
We'll provide you housing we'll provide you with education  
We'll provide you with everything you need to provide a life.  
We'll help you to be the best soldier in the U.S. of A.""  
  
""'cause we do more before 7 A.M.  
Than most niggers to their whole life time.""  
  
I'm coming  
I'm coming  
I'm coming  
I'm coming.  
  
Verse one:  
I want to kill him 'cause he tried to play me like a trick,  
But you see, I'm the wrong nigga to fuck wit.  
I got the A to the motherfucking K, and it's ready to rip,  
(slot them my banana clip)  
And I'm looking,  
Is he in Watts, Oakland, Philly or Brooklyn?  
It seems like he got the whole country behind him,  
So it's sort of hard to find him.  
But when I do, gotta put my gat in his mouth,  
Punk, seventeen rounds make his brains hang out.  
'Cause the shit he did was on comfort,  
Tried fuck a brother up the Ave like a small whore.  
And that shit ain't fly,  
So now I'm setting up the ultimate drive-by.  
And when you hear this shit,  
It makes the world say damn, I want to kill Sam.  
  
""momma, some man at the front door""  
""uhm hi, I've got reasons to believe that someone in this household  
Has just turned eighteen, am I correct?""  
  
This is why I want to kill the punk,  
'cause he tried to take a motherfucking chunk of the funk.  
He came to my house, I let 'em bail in,  
'cause he said he was down with the L.M.  
He gave up a little death,  
Then turned around, and pulled out a gat.  
I knew it was a caper,  
I said: ""please don't kill my mother"", so he raped her.  
Tied me up, took me outside,  
And I was thrown in a big truck.  
And it was packed like sardines,  
Pull of niggers who fell for the same scheme.  
Took us to a place and made us work,  
All day and we couldn't have shit to say.  
? up the families forever,  
Until this day black folks can't stick together,  
And it's I, broke us down, made us pray to his God.  
And when I think about it,  
It makes me say damn, I want to kill Sam.  
  
Now in '91, they want to tax me,  
I remember the son of a bitch used to axe me.  
And hang me by a ? till my neck snapped,  
Now the sneaky motherfucker wants to ban rap.  
And put me on the dirt or concrete,  
But God can see through a white cheek.  
'Cause you're the devil in drag,  
You can burn your cross while I burn your flag.  
Try to give me the HIV,  
So I can stop making babies like me.  
And you're giving dope to my people Chuck,  
Just wait till we get over that, huh.  
'Cause your ass is grass 'cause I'm a blast,  
Can't bury rap, like your buried jazz.  
'Cause we stop being whores, stop doing floors,  
So bitch you can fight your own wars.  
So if you see a man in red, white and blue,  
Getting chased by The Lench Mob crew.  
It's a man who deserves to buckle,  
I want to kill Sam 'cause he ain't my motherfucking uncle.

"
Violent Femmes,Hallowed Ground,/v/violent+femmes/hallowed+ground_20144647.html,"""The profit is a fool, the spirtual man is mad,  
For the multitude of thine inequity, and the great hatred.""  
  
Everyone's trying to decide,  
Where to go when there's no place to hide.  
I follow the bombs as they're coming down.  
This must have been hallowed ground.  
  
No matter what they decide to have done.  
Burn up the clouds, block out the sun.  
My hope is in one they can't bring down.  
My soul is in hallowed ground.  
  
I see the fear, it's on the rise.  
Let's catch the enemy by surprise.  
Bury your treasure where it can't be found.  
Bury it deep in hallowed ground.

"
Marillion,A Few Words For The Dead,/m/marillion/a+few+words+for+the+dead_20088899.html,"""The songs and the music that I portray comes from the heart, and comes from
the mind. That makes it... that makes me feel that I am delivering the right
information""  
  
Can you make it your own  
Can you take it by the throat  
Make your own luck, learn the skills  
Get in early for the kill  
  
It carries on  
  
Pick up the weapon  
Marry it, give it your name  
Define yourself by it  
Take it down 'the disco  
  
Trigger happy, pulling power  
Lady killer, take 'em out  
See the weirdos on the hill  
Come to get you if you stand still  
  
It carries on  
  
Somewhere in history you were wronged  
Teach your children to bang the drum  
Tell all your family, tell all your friends  
Teach your brothers to avenge  
  
It carries on  
  
Or you could love  
You could love  
  
Lie down in the flowers  
In the blue of the air  
Open your eyes  
Why use up your life for anything else?  
No need to fight for what everyone has  
What do you need?  
It's already there  
It's already there  
  
You could love  
  
So he carried the stars in his pocket  
Drank the sunrise till he was drunk  
He embraced the angels  
They swam like little minnows in his blood  
Ghosts in his eyes  
Out walking beside him  
Laughing like children in his mind  
They chanted his mantra together  
  
You could love  
  
They were happy

"
Wu-Tang Clan,In The Hood,/w/wu+tang+clan/in+the+hood_20275858.html,"""The story you're about to see, occurred along the main  
Trading route, on the border between the North and South  
At a small outpost called Red Clay Village.""  
  
What the fuck y'all niggas thought, huh? What you thinkin' bitch?  
Are you stupid son, must be stupid kid  
What the fuck is wrong? It's the Wu bitch  
Ain't got a clue bitch, tie ya shoe bitch  
Get the fuck back, 'fore we break a f, listen  
Tryin' to tell y'all niggas, give you a fair warnin'  
Just a chance to live, so you can see ya kids  
Yo son nah, before I split ya wig  
I'd rather feed you this, but you ain't wanna eat it  
So now you got to feel it!  
  
Yo what the, yo  
Let me fuck it one more time then y'all can fuck  
Y'know how we do it in the hood  
Yo, yeah, turn the mic up, yeah, yo  
  
Y'all niggas better rock y'all hoodies  
Take money snatch jewelry, in the hood  
You find the best woman lookin' good  
Diamond she need polishin'  
In my hood, all the gunshot legal  
At the same time we gotta stop killin' our people  
Keep it in the hood, niggas walk with they gun  
Keep it in the hood that's where we come from  
I rep Brooklyn, home of the gangsta  
I know a few murderer, drug dealer  
In the hood, we speak mathematics and build  
What's the total weight of the brain, Allah real  
Slang jacks and hold gats, in the hood, 80 proof  
Get my dick sucked on the roof of the projects  
Dice game in the park, blunt sessions after dark  
Movin' with the Wesson  
Welcome to the God we build and drop a lesson  
Pussy hole testin', in the hood  
Got the word from the hood rat, shorty on the wood  
  
Murder, bad boy ya block off ah  
Murder, rude boy ya pop off ah  
Murder, nine millimeter me say  
Murder, no time fi talk, one fi  
Murder, men an' dem ah talk 'bout di  
Murder, Masta Killa come calm wit nying  
Nying, nying, nying, nying, nying  
Nying, nying, nying, nying, nying, me say murder  
  
Hey yo, we boys in the hood, big bad wolves in the woods  
It ain't all good, pass the goods  
Deep in the project halls waitin' to shine  
Walk with a nine and talk with gang signs  
In the hood, niggas put twenty on Hoopties  
Four heads, one forty ounce and a loosie  
And keep dough on the flip, a hoe on the strip  
And roll dick throw on the flip  
Weed clouds thick enough to block the sun  
Cops come, but thugs never drop the gun, understood?  
Far from ya Hollywood  
From day one, I vowed I would keep it in the hood  
From project chicks with hips and slim waists  
From five dollar plates apartment six-eighths  
O.G, I spit G to the young ones  
I keep it in the hood that's where I come from  
  
Murder, bad boy ya block off ah  
Murder, rude boy ya pop off ah  
Murder, nine millimeter me say  
Murder, no time fi talk, one fi  
Murder, men an' dem ah talk 'bout di  
Murder, Masta Killa come calm wit nying  
Nying, nying, nying, nying, nying  
Nying, nying, nying, nying, nying, me say murder  
  
This is the place where thugs is born, in the hood  
Blink to long ya life is gone, in the hood  
Convicts still live with they mom  
And they whole family tree is tattooed on they arm, in the hood  
Crack fiend'd furnish a 'Llac, in the hood  
African's be drivin cabs, in the hood  
In the streets the ghetto is hot  
And the illest gangsters, on the block with cops, in the hood  
The ones you love'll fill you with slugs, in the hood  
Babies born addicted to drugs, in the hood  
We make life or death decisions  
And the school system is like a minimal prison  
So you can't knock the hustle or the life that I'm livin  
In the hood, it ain't all good, repent or you sinnin  
  
[Repeat: x2]  
Murder, bad boy ya block off ah  
Murder, rude boy ya pop off ah  
Murder, nine millimeter me say  
Murder, no time fi talk, one fi  
Murder, men an' dem ah talk 'bout di  
Murder, Masta Killa come calm wit nying  
Nying, nying, nying, nying, nying  
Nying, nying, nying, nying, nying, me say murder

"
Joni Mitchell,Free Man In Paris,/j/joni+mitchell/free+man+in+paris_20075302.html,"""The way I see it,"" he said  
""You just can't win it  
Everybody's in it for their own gain  
You can't please 'em all  
There's always somebody calling you down  
  
I do my best  
And I do good business  
There's a lot of people asking for my time  
They're trying to get ahead  
They're trying to be a good friend of mine  
I was a free man in Paris  
I felt unfettered and alive  
There was nobody calling me up for favors  
  
And no one's future to decide  
You know I'd go back there tomorrow  
But for the work I've taken on  
Stoking the star maker machinery  
Behind the popular song  
I deal in dreamers  
And telephone screamers  
Lately I wonder what I do it for  
If l had my way  
I'd just walk out those doors  
  
And wander  
Down the Champs Elysees  
Going cafe to cabaret  
Thinking how I'll feel when I find  
That very good friend of mine  
I was a free man in Paris  
I felt unfettered and alive  
Nobody was calling me up for favors  
No one's future to decide  
You know I'd go back there tomorrow  
  
But for the work I've taken on  
Stoking the star maker machinery  
Behind the popular song.

"
Les Miserables,Dog Eats Dog,/l/les+miserables/dog+eats+dog_20606963.html,"""Thenardier:  
Here's a hint of gold  
Stuck into a tooth  
Pardon me mieseur  
You won't be needing it no more  
  
Shouldn't be too hard to sell  
Add it to the pile  
Add it to the stack  
Here among the sewer rats  
A breath away from hell  
You get accustomed to the smell  
  
Well someone's got to clean them up my friends  
Bodies on the highway  
Law and order upside down  
Someone's got to collect their odds and ends  
As a service to the town  
  
Here's a tasty ring  
Pretty little thing  
Wouldn't want to waste it  
That would really be a crime  
Thank you sir I'm in your debt  
  
Here's a little toy  
Take it off the boy  
His heart's no longer going  
And he's lived his little time  
But his watch is ticking yet  
  
Well someone's got to clean them up my friends  
Before the little harvest disappears into the mud  
Someone's got to collect their odds and ends  
When the gutters run with blood  
  
It's a world where the dog eats dog  
And they kill for the bones in the street  
And God in his heaven  
He don't interfere  
Cause he's dead as the stiffs at my feet  
  
I raise my eyes to see the heavens  
And only the moon looks down  
The harvest moon shines down

"
Neil Young,All Along The Watchtower (featuring Chrissie Hynde),/n/neil+young/all+along+the+watchtower+featuring+chrissie+hynde_20818770.html,"""There must be some kind of way out of here""  
Said a joker to the thief  
""There is too much confusion, I can't get no relief  
Businessmen, they drink my wine, ploughmen dig my earth  
None of them along the line, nobody up it is worth""  
  
""No reason to get excited""  
The thief he kindly spoke  
""There are many here among us  
Who feel that life is but a joke  
But you and I have been through that and it is not our fate  
So let us not talk falsely now, the hour's getting late""  
  
All along the watchtower, princess kept the view  
While all the women came and went, barefoot servants too  
Outside in the cold distance a wildcat did growl  
Two riders were approaching and the wind began to howl

"
Indigo Girls,All Along The Watchtower,/i/indigo+girls/all+along+the+watchtower_20067302.html,"""There must be some kinda way out of here""  
Oh, said the joker to the thief  
I want to tell you now there's just too much confusion  
And I can't, no, I can't get no relief  
Ah, these businessmen, they all, they drink our wine  
And the plowman, well, he dig my earth  
And you know that ah none of them along the line  
Can show me what any of this is worth  
You know we wanted to see it now, didn't we? Didn't we?  
""There ain't no reason to get excited""  
Ah, the thief, you know he kindly spoke  
Well, now there are those among us right here, right now  
Who still see life as some kind of a joke  
But you and I, we have been through that  
I tell you that this, this is not our fate, no no no  
Now, let us all not talk falsely now  
You know the hour, well, it's getting late  
I said all along the watchtower, the princes, they kept the view  
While the women, the women, they came and then they went  
Oh, and the barefoot servants too, that's me, that's you  
But outside there's a cold distance  
Listen for the wildcats, here them growl  
Two riders were approaching as the wind began to howl  
Oh, there are those among us right here, right now  
Who still see life as some kind of a joke  
All along the watchtower, said, all along this watchtower  
Those of you who still have eyes to see, ears hear me  
You will be saved by grace in the end  
Saved by time if you don't understand  
That your hatred is rooted in your fear  
And your paranoia and insecurities  
Well, they don't belong here  
You got to take someones hand  
You got to learn to make your stand  
And it's a one, two, three, four  
Look at the sky, you can open the door  
And take my hand, take my hand, take my hand  
Ah, don't you want to touch  
Don't you want to feel  
Don't you know that this is real  
I said shelter me, shelter me  
Shelter me, shelter me  
And save yourself, save yourself  
Save, save, save  
Save, save, save  
Save, save, save  
Save, save  
And you, and you  
And you are a part of the world  
You, you, you are a part of the world  
You gotta learn to touch, to feel  
You know that you are real  
I said, learn learn  
You are a part of the world  

"
XTC,All Along The Watchtower,/x/xtc/all+along+the+watchtower_20237534.html,"""There must be some way out of here,"" said the joker to the thief,  
""There's too much confusion, I can't get no relief.  
Businessmen, they drink my wine, plowmen dig my earth,  
None of them along the line know what any of it is worth.""  
  
""No reason to get excited,"" the thief, he kindly spoke,  
""There are many here among us who feel that life is but a joke.  
But you and I, we've been through that, and this is not our fate,  
So let us not talk falsely now, the hour is getting late.""  
  
All along the watchtower, princes kept the view  
While all the women came and went, barefoot servants, too.  
  
Outside in the distance a wildcat did growl,  
Two riders were approaching, the wind began to howl.

"
Bob Dylan,All Along The Watchtower,/b/bob+dylan/all+along+the+watchtower_20021157.html,"""There must be some way out of here,"" said the joker to the thief,  
""There's too much confusion, I can't get no relief.  
Businessmen, they drink my wine, plowmen dig my earth,  
None of them along the line know what any of it is worth.""  
  
""No reason to get excited,"" the thief, he kindly spoke,  
""There are many here among us who feel that life is but a joke.  
But you and I, we've been through that, and this is not our fate,  
So let us not talk falsely now, the hour is getting late.""  
  
All along the watchtower, princes kept the view  
While all the women came and went, barefoot servants, too.  
  
Outside in the distance a wildcat did growl,  
Two riders were approaching, the wind began to howl.

"
Yngwie Malmsteen,"As Above, So Below",/y/yngwie+malmsteen/as+above+so+below_20531891.html,"""There's a hole in the sky Because I don't know but don't ask me why There is
a long way to go Where the road is leading me Future will show I will never
die Cause I will fly To the other side For what is right They do what they
want I'm trying to fight But evil spirits pass me by What you feel or what you
say They just don't care I will never die Cause I will fly To the other side
Because I don't know but don't ask me why There's a hole in the sky There is a
long way to go Future will show Where the road is leading me I will never die
Cause I will fly To the other side ""  
  

"
Prince,Everywhere,/p/prince/everywhere_20336656.html,"""There's a place I want to go  
Where the milk and honey flow  
Without God it wasn't there  
Now I feel it everywhere""  
  
When I was lost and couldn't see my way  
I used to follow what everybody say  
Now I know that it's written in the heart  
Now I'm ready, ready to start  
  
Without God it wasn't there  
Now I feel it everywhere  
  
We were always meant to be  
In paradise eternally  
Before the truth I did not care  
Now I feel it everywhere  
  
Feel it, feel it everywhere  
Feel it, feel it  
Can you feel it?  
This might good feeling everywhere  
We've got so much work to do.  
Everywhere

"
Freestyle,These City Streets,/f/freestyle/these+city+streets_20632435.html,"""these city streets got a nigga packin heat for bustaz  
No time to reli on these bitches cause theres riches to make  
Some niggaz is fake but we separate them from the real  
And still maintain the squrill that fills my pocket wit green  
Idamean soldier to solrier marchin stay of dosja holdin the strap  
How I'm supposed to puttin cowards deep under the dirt like a flower get
deboured  
When my weapon shower from los angles south central 49th and  
Sampedro can't nobody yell louder

"
Adam Sandler,The Thanksgiving Song,/a/adam+sandler/the+thanksgiving+song_20315356.html,"""They want to hear the thanksgiving song! All right..""  
""This is uhh, This is the Thanksgiving Song""  
""I hope you enjoy it.""  
  
[Starts playing]  
Love to eat turkey  
Love to eat turkey  
  
Shout from Crowd: ""I love you Adam!""  
Adam Sandler: ""Ohhh, I love you!""  
Love to eat turkey  
'Cause it's good  
Love to eat turkey  
Like a good boy should  
'Cause it's turkey to eat  
So good  
  
Adam Sandler: ""That clappin's messing my head up man. I appreciate it. But I
was trying to think of the next line and all I hear  
is clapping. Here we go... Thanks anyways""  
  
Turkey for me  
Turkey for you  
Let's eat the turkey  
In my big brown shoe  
Love to eat the turkey  
At the table  
I once saw a movie  
With Betty Grable  
Eat that turkey  
All night long  
Fifty million Elvis fans  
Can't be wrong  
Turkey lurkey doo and  
Turkey lurkey dap  
I eat that turkey  
Then I take a nap  
  
Thanksgiving is a special night  
Jimmy Walker used to say Dynomite  
That's right  
Turkey with gravy and cranberry  
Can't believe the Mets traded Darryl Strawberry  
Turkey for you and  
Turkey for me  
Can't believe Tyson  
Gave that girl V.D.  
  
White meat, dark meat  
You just can't lose  
I fell off my moped  
And I got a bruise  
Turkey in the oven  
And the buns in the toaster  
I'll never take down  
My Cheryl Tiegs poster  
Wrap the turkey up  
In aluminum foil  
My brother likes to masturbate  
With baby oil  
Turkey and sweet potato pie  
Sammy Davis Jr.  
Only had one eye  
  
Turkey for the girls and  
Turkey for the boys  
My favorite kind of pants  
Are corduroys  
Gobble gobble goo and  
Gobble gobble gickel  
I wish turkey  
Only cost a nickel  
Oh I love turkey on Thanksgiving  
  
Happy Thanksgiving everybody!

"
Insane Clown Posse,Dead Body Man,/i/insane+clown+posse/dead+body+man_10144908.html,"""This is a Channel 7 news brief because the news is happening now!  
Good evening Mort Perkins reporting. Our top story tonight: Police and  
investigators are still trying to figure out how and why somebody stole four
dead bodies from the  
Wayne County morgue late Monday night. Police say the apparent body thief
entered  
through the basement window but how they eluded the security and alarm system
is still a  
mystery. But what we at Channel 7 are wondering: What kinda sick FUCK would
steal four  
dead bodies anyway? Details at 11.""  
  
Dead bodies, dead bodies all over the street.  
55-65, bodies at least.  
I hang with the stiffs till the break of dawn.  
I'm always finding bodies when I'm mowing the lawn.  
Drag 'em in the house, throw 'em in the oven.  
Wicked clown lovin' that dead body grubbin'.  
Tastes like chicken, finger lickin' deep fried.  
I ate a dead body, but don't tell. I lied.  
I just ate my first dead body last week,  
Still got the fingernail caught in my teeth.  
Before ya start yellin' and cursin' my name,  
Remember somethings wrong with my brain, insane.  
Second I was born, doctor threw me against the wall.  
Kicked open the doors and he whipped me down the hall.  
I'm sliding and I'm boucin' off shit like a hockey puck.  
And my mother's like, ""What the fuck?!""  
He said I was born of an alien race.  
Born with a hatchet and a juggalo face.  
But I'm not a martian, you wouldn't understand.  
I'm just a dead body man.  
  
""We've got bodies! Dead bodies! We got fat ones, skinny ones, males, females,  
hermaphrodites! We got somebodies! We got nobodies! Bodies, bodies, bodies!  
WOO!""  
  
Dead bodies, dead bodies in the back of my van.  
All the little kiddies love the dead body man.  
I drive through my neighborhood ringin' my bell.  
Some people run cause they don't like the smell.  
Others line up just as quick as they can.  
To try to catch a glimpse of the dead body man.  
It's all good, if you can stand the funk. but uh.....  
Just don't look in the trunk.  
I drive down central kickin' the bass.  
Chillin' with my freaks and I'm pickin' her face.  
Maggots and bugs like to crawl on her head.  
Cause my bitch is dead, I'd rather that instead.  
I'm a hoe you can't trust, always diggin' a nut.  
A dead body bitch learned to keep her mouth shut.  
Riding in the back is my dead body crew.  
Only they can never think of nothin' to do.  
If you think I'm sick, take a look at yourself.  
You got dead deer heads up on your shelf.  
On your key chain is a little baby rabbit's hand.  
I'm just the dead body man.  
  
""We also collect dead bodies! So if you know any dead people,  
or you yourself are planning on dying soon,  
we'll be happy to come to your house and pay cash for it!  
We appreciate good, healthy, stiffs for our dinner! WAHOO!""  
  
Call me the dead body man (Some'll give 'em to me!)  
Call me the dead body man (Just sell 'em to me!)  
Call me the dead body man (You can mail 'em to me!)  
Call me the dead body man (But, Bring 'em to me!)  
  
Call me the dead body man (Won't ya give 'em to me!)  
Call me the dead body man (You can sell 'em to me!)  
Call me the dead body man (Just mail 'em to me!)  
Call me the dead body man (But, Bring 'em to me!)  
  
Call me the dead body man (Won't ya give 'em to me!)  
Call me the dead body man (You can sell 'em to me!)  
Call me the dead body man (Just mail 'em to me!)  
Call me the dead body man (But, Bring 'em to me!)  
  
Call me the dead body man.  
Call me the dead body man

"
Jimmy Buffett,Everlasting Moon,/j/jimmy+buffett/everlasting+moon_20071882.html,"""This is a little song called Everlasting Moon about what some people did to
preserve the environment.""  
  
The sky revealed the rumor  
In a misty gray cocoon  
Some angry baby-boomers  
Stole the everlasting moon  
  
They found a new location  
Clear and poison free  
In a distant constellation  
Oh, they called it lunacy  
  
[Chorus]  
Hangin' in the sky  
The perfect alibi  
Baby come outside with me  
There's a moon you've got to see  
Smiling every place  
With his laser-painted face  
Light of love in each moonbeam  
Want you step into my dream  
Everlasting moon (everlasting moon, everlasting moon)  
  
Back when nature ruled the heavens  
Oh gypsies, fools, and loons  
Were dragged across the ocean  
By that everlasting moon  
  
When it goes from full to crescent  
I move in and out of tune  
It's the envy of the Kremlin  
It's our everlasting moon  
  
[Chorus]  
  
Shinin' in the sky  
The perfect alibi  
Baby come outside with me  
There's this moon you've got to see  
Smiling every place  
With his laser-painted face  
Light of love in each moonbeam  
Want you step into my dream  
Everlasting moon (everlasting moon)  
Everlasting moon (everlasting moon)

"
Bette Midler,The Glory Of Love,/b/bette+midler/the+glory+of+love_20016928.html,"""This is a song I've been singing for a long time.  
It's like an old friend.  
But, you know, I think it,  
It's only recently that I discovered what it's really about.""  
  
You've got to give a little, take a little,  
And let your poor heart break a little.  
That's the story of, that's the glory of love.  
  
You've got to laugh a little, cry a little,  
Until the clouds roll by a little.  
That's the story of, that's the glory of love.  
  
As long as there's the two of us,  
We've got the world and all it's charms.  
And when the world is through with us,  
We've got each other's arms.  
  
You've got to win a little, lose a little,  
Yes, and always have the blues a little.  
That's the story of, that's the glory of love.  
That's the story of, that's the glory of love.

"
